09:03:48.511 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.0.Final
09:29:43.138 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2204ff10-bbb1-413a-9a05-8ed13a9cdc1b_config-0]Notify connected event to listeners.
09:29:43.138 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2204ff10-bbb1-413a-9a05-8ed13a9cdc1b_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
09:29:43.138 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.c.i.ClientWorker - [onConnected,681] - [2204ff10-bbb1-413a-9a05-8ed13a9cdc1b_config-0] Connected,notify listen context...
09:29:43.139 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2204ff10-bbb1-413a-9a05-8ed13a9cdc1b_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
09:29:43.164 [main] INFO  c.a.n.c.c.i.Limiter - [<clinit>,56] - limitTime:5.0
09:29:43.177 [main] INFO  c.a.n.c.c.u.JvmUtil - [<clinit>,53] - isMultiInstance:false
09:29:43.202 [main] INFO  c.r.g.RuoYiGenApplication - [logStartupProfileInfo,639] - The following profiles are active: dev
09:29:44.761 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-9202"]
09:29:44.762 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
09:29:44.762 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.56]
09:29:44.854 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
09:29:45.973 [main] INFO  c.a.n.client.naming - [initNamespaceForNaming,63] - initializer namespace from System Property : null
09:29:45.974 [main] INFO  c.a.n.client.naming - [call,69] - initializer namespace from System Environment :null
09:29:45.974 [main] INFO  c.a.n.client.naming - [call,79] - initializer namespace from System Property :null
09:29:45.984 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,77] - [RpcClientFactory] create a new rpc client of 03ae886a-2a77-4979-8d7d-2f9476d2ce08
09:29:45.984 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [03ae886a-2a77-4979-8d7d-2f9476d2ce08]RpcClient init label, labels={module=naming, source=sdk}
09:29:45.984 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [03ae886a-2a77-4979-8d7d-2f9476d2ce08]RpcClient init, ServerListFactory =com.alibaba.nacos.client.naming.core.ServerListManager
09:29:45.984 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [03ae886a-2a77-4979-8d7d-2f9476d2ce08]Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
09:29:45.985 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [03ae886a-2a77-4979-8d7d-2f9476d2ce08]Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
09:29:45.985 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [03ae886a-2a77-4979-8d7d-2f9476d2ce08] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
09:29:46.094 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [03ae886a-2a77-4979-8d7d-2f9476d2ce08] Success to connect to server [127.0.0.1:8848] on start up,connectionId=1644888585990_127.0.0.1_50309
09:29:46.094 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [03ae886a-2a77-4979-8d7d-2f9476d2ce08]Notify connected event to listeners.
09:29:46.094 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [03ae886a-2a77-4979-8d7d-2f9476d2ce08]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
09:29:46.094 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.client.naming - [onConnected,76] - Grpc connection connect
09:29:46.094 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [03ae886a-2a77-4979-8d7d-2f9476d2ce08]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
09:29:47.079 [main] INFO  c.a.n.client.naming - [isChangedServiceInfo,181] - init new ips(0) service: DEFAULT_GROUP@@ruoyi-gen@@DEFAULT -> []
09:29:47.084 [main] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(0) service: DEFAULT_GROUP@@ruoyi-gen@@DEFAULT -> []
09:29:47.088 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-9202"]
09:29:47.100 [main] INFO  c.a.n.client.naming - [registerService,112] - [REGISTER-SERVICE] public registering service ruoyi-gen with instance Instance{instanceId='null', ip='192.168.1.105', port=9202, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={preserved.register.source=SPRING_CLOUD}}
09:29:47.105 [main] INFO  c.a.c.n.r.NacosServiceRegistry - [register,75] - nacos registry, DEFAULT_GROUP ruoyi-gen 192.168.1.105:9202 register finished
09:29:47.367 [main] INFO  c.r.g.RuoYiGenApplication - [logStarted,61] - Started RuoYiGenApplication in 6.088 seconds (JVM running for 6.725)
09:29:47.373 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,384] - [config_rpc_client] [subscribe] ruoyi-gen+DEFAULT_GROUP
09:29:47.373 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,173] - [config_rpc_client] [add-listener] ok, tenant=, dataId=ruoyi-gen, group=DEFAULT_GROUP, cnt=1
09:29:47.374 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,384] - [config_rpc_client] [subscribe] ruoyi-gen-dev.yml+DEFAULT_GROUP
09:29:47.374 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,173] - [config_rpc_client] [add-listener] ok, tenant=, dataId=ruoyi-gen-dev.yml, group=DEFAULT_GROUP, cnt=1
09:29:47.374 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,384] - [config_rpc_client] [subscribe] ruoyi-gen.yml+DEFAULT_GROUP
09:29:47.374 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,173] - [config_rpc_client] [add-listener] ok, tenant=, dataId=ruoyi-gen.yml, group=DEFAULT_GROUP, cnt=1
09:29:47.602 [nacos-grpc-client-executor-9] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [03ae886a-2a77-4979-8d7d-2f9476d2ce08]receive server push request,request=NotifySubscriberRequest,requestId=2
09:29:47.604 [nacos-grpc-client-executor-9] INFO  c.a.n.client.naming - [isChangedServiceInfo,181] - init new ips(1) service: DEFAULT_GROUP@@ruoyi-gen -> [{"ip":"192.168.1.105","port":9202,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-gen","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000}]
09:29:47.605 [nacos-grpc-client-executor-9] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(1) service: DEFAULT_GROUP@@ruoyi-gen -> [{"ip":"192.168.1.105","port":9202,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-gen","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000}]
09:29:47.606 [nacos-grpc-client-executor-9] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [03ae886a-2a77-4979-8d7d-2f9476d2ce08]ack server push request,request=NotifySubscriberRequest,requestId=2
09:29:48.080 [com.alibaba.nacos.client.naming.updater.0] INFO  c.a.n.client.naming - [isChangedServiceInfo,235] - new ips(1) service: DEFAULT_GROUP@@ruoyi-gen@@DEFAULT -> [{"ip":"192.168.1.105","port":9202,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-gen","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000}]
09:29:48.080 [com.alibaba.nacos.client.naming.updater.0] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(1) service: DEFAULT_GROUP@@ruoyi-gen@@DEFAULT -> [{"ip":"192.168.1.105","port":9202,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-gen","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000}]
09:46:41.880 [http-nio-9202-exec-1] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring DispatcherServlet 'dispatcherServlet'
09:46:42.638 [http-nio-9202-exec-1] INFO  c.z.h.HikariDataSource - [getConnection,110] - HikariPool-1 - Starting...
09:46:42.811 [http-nio-9202-exec-1] INFO  c.z.h.HikariDataSource - [getConnection,123] - HikariPool-1 - Start completed.
10:07:24.544 [task-1] INFO  c.a.n.client.naming - [isChangedServiceInfo,181] - init new ips(1) service: DEFAULT_GROUP@@ruoyi-system -> [{"ip":"192.168.1.105","port":9201,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-system","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000}]
10:07:24.544 [task-1] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(1) service: DEFAULT_GROUP@@ruoyi-system -> [{"ip":"192.168.1.105","port":9201,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-system","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000}]
10:07:25.068 [nacos-grpc-client-executor-479] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [03ae886a-2a77-4979-8d7d-2f9476d2ce08]receive server push request,request=NotifySubscriberRequest,requestId=14
10:07:25.068 [nacos-grpc-client-executor-479] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [03ae886a-2a77-4979-8d7d-2f9476d2ce08]ack server push request,request=NotifySubscriberRequest,requestId=14
